City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,Mahibadhoo,3.7833,72.9667,83.07,74,100,11.77,MV,2022-06-12 00:45:13
289,Ancud,-41.8697,-73.8203,46.22,88,100,5.91,CL,2022-06-12 00:45:14
290,Oga,46.4631,10.347,52.68,80,0,4.52,IT,2022-06-12 00:45:14
291,Yumen,40.2833,97.2,69.64,10,0,7.2,CN,2022-06-12 00:45:15
292,Alofi,-19.0595,-169.9187,80.49,78,9,12.66,NU,2022-06-12 00:45:15
293,Evensk,61.95,159.2333,42.73,84,100,2.53,RU,2022-06-12 00:45:16
294,Comodoro Rivadavia,-45.8667,-67.5,53.46,30,0,4.61,AR,2022-06-12 00:45:02
295,Samsun,41.25,36.3333,68.99,91,75,9.22,TR,2022-06-12 00:45:16
296,Victoria,22.2855,114.1577,84.38,90,100,11.99,HK,2022-06-12 00:40:58
297,Sucua,-2.4667,-78.1667,66.83,100,100,0.92,EC,2022-06-12 00:45:17
298,Tuktoyaktuk,69.4541,-133.0374,39.2,81,100,16.11,CA,2022-06-12 00:45:17
299,Culfa,38.9558,45.6308,64.27,59,11,3.83,AZ,2022-06-12 00:45:18
300,Nikolskoye,59.7035,30.7861,61.81,75,100,4.0,RU,2022-06-12 00:45:18
301,Kralendijk,12.15,-68.2667,82.38,78,20,18.41,BQ,2022-06-12 00:45:19
302,Salalah,17.0151,54.0924,87.89,74,75,6.91,OM,2022-06-12 00:45:19
303,Zhangye,38.9342,100.4517,71.42,14,0,0.89,CN,2022-06-12 00:45:20
304,Necochea,-38.5473,-58.7368,44.85,76,0,0.34,AR,2022-06-12 00:42:05
305,Kilindoni,-7.9139,39.6668,78.69,69,47,18.32,TZ,2022-06-12 00:45:20
306,Ingham,42.6,-84.3833,74.82,60,40,0.0,US,2022-06-12 00:45:20
307,Sabha,27.0377,14.4283,78.44,30,0,15.48,LY,2022-06-12 00:45:21
308,Hurghada,27.2574,33.8129,89.64,12,0,0.0,EG,2022-06-12 00:45:21
309,Sao Joao Da Barra,-21.6403,-41.0511,67.6,83,100,5.35,BR,2022-06-12 00:45:22
310,Dingle,10.9995,122.6711,84.4,72,37,2.21,PH,2022-06-12 00:41:39
311,Muros,42.7762,-9.0603,66.09,75,15,15.84,ES,2022-06-12 00:45:22
312,Dublin,37.7021,-121.9358,91.69,57,0,17.27,US,2022-06-12 00:43:40
313,Ciudad Bolivar,8.1222,-63.5497,76.95,83,95,11.23,VE,2022-06-12 00:45:23
314,Shakhta,59.0927,57.653,41.61,96,100,7.56,RU,2022-06-12 00:45:23
315,Urumqi,43.801,87.6005,81.55,20,0,8.95,CN,2022-06-12 00:45:23
316,Fort Nelson,58.8053,-122.7002,69.39,35,40,0.0,CA,2022-06-12 00:42:58
317,Batesville,35.7698,-91.641,84.61,65,0,8.05,US,2022-06-12 00:45:24
318,Kamenka,51.3223,42.7678,58.3,87,100,7.02,RU,2022-06-12 00:45:24
319,Crnomelj,45.5711,15.1889,57.2,87,0,3.89,SI,2022-06-12 00:45:25
320,Krasnoshchekovo,51.6708,82.7289,66.78,81,100,4.79,RU,2022-06-12 00:46:26
321,Luganville,-15.5333,167.1667,84.38,69,31,7.38,VU,2022-06-12 00:46:26
322,Yarim,14.298,44.3779,60.93,29,100,4.94,YE,2022-06-12 00:46:26
323,Sochi,43.6,39.7303,66.29,60,100,6.2,RU,2022-06-12 00:44:54
324,Kudahuvadhoo,2.6708,72.8944,83.16,72,100,12.84,MV,2022-06-12 00:46:27
325,Bukachacha,52.9833,116.9167,71.02,42,100,3.47,RU,2022-06-12 00:46:27
326,Christchurch,-43.5333,172.6333,55.9,57,100,24.16,NZ,2022-06-12 00:45:00
327,Balkanabat,39.5108,54.3671,77.23,29,0,5.79,TM,2022-06-12 00:46:28
328,Bitung,1.4451,125.1824,88.65,75,27,5.06,ID,2022-06-12 00:46:28
329,Teguldet,57.3064,88.1667,65.79,92,100,6.78,RU,2022-06-12 00:46:29
330,Yeppoon,-23.1333,150.7333,60.58,51,100,5.79,AU,2022-06-12 00:46:29
331,Yongan,39.6957,113.6871,68.29,40,21,13.15,CN,2022-06-12 00:46:29
332,Pajapita,14.7167,-92.0333,81.46,90,100,2.93,GT,2022-06-12 00:46:30
333,Saint Anthony,45.0205,-93.218,76.93,64,75,9.22,US,2022-06-12 00:42:58
334,Huarmey,-10.0681,-78.1522,64.33,84,16,8.55,PE,2022-06-12 00:46:30
335,Hue,16.4667,107.6,86.11,70,20,2.3,VN,2022-06-12 00:46:31
336,Prieska,-29.6641,22.7474,51.12,39,16,7.27,ZA,2022-06-12 00:46:31
337,Tombouctou,20.0,-3.0,87.93,37,15,18.92,ML,2022-06-12 00:46:32
338,Nzega,-2.479,29.5564,54.57,89,66,3.76,RW,2022-06-12 00:46:32
339,Zhezkazgan,47.8043,67.7144,67.73,39,73,5.39,KZ,2022-06-12 00:46:32
340,Vytegra,61.0064,36.4481,47.86,79,0,6.38,RU,2022-06-12 00:46:33
341,Paamiut,61.994,-49.6678,41.25,78,100,0.85,GL,2022-06-12 00:46:33
342,Awbari,26.5921,12.7805,79.38,28,1,10.13,LY,2022-06-12 00:46:34
343,El Seibo,18.7641,-69.0375,80.13,87,100,6.82,DO,2022-06-12 00:45:04
344,Changde,29.0464,111.6783,68.52,85,100,2.75,CN,2022-06-12 00:46:34
345,Havre,49.5833,0.3333,56.97,82,0,10.36,FR,2022-06-12 00:46:35
346,Bajram Curri,42.3554,20.0784,60.57,92,36,4.27,AL,2022-06-12 00:46:35
347,Hofn,64.2539,-15.2082,50.27,76,100,9.42,IS,2022-06-12 00:46:36
348,Monrovia,6.3005,-10.7969,77.54,85,99,6.04,LR,2022-06-12 00:43:02
349,Cayenne,4.9333,-52.3333,80.1,1,75,6.91,GF,2022-06-12 00:46:36
350,Portland,45.5234,-122.6762,68.56,84,75,4.61,US,2022-06-12 00:45:08
351,Chakulia,22.4833,86.7167,89.51,46,13,6.62,IN,2022-06-12 00:46:37
352,Brokopondo,4.75,-55.1667,76.6,86,42,6.08,SR,2022-06-12 00:46:37
353,Kang,-23.6752,22.7876,48.18,41,0,7.87,BW,2022-06-12 00:46:38
354,Alappuzha,9.49,76.3264,78.4,83,100,3.11,IN,2022-06-12 00:45:22
355,Feijo,-8.1642,-70.3536,69.12,82,99,1.86,BR,2022-06-12 00:46:38
356,Mehamn,71.0357,27.8492,46.31,76,100,10.6,NO,2022-06-12 00:46:39
357,Geraldton,-28.7667,114.6,63.01,94,40,12.66,AU,2022-06-12 00:46:39
358,Port Moresby,-9.4431,147.1797,85.42,70,40,3.44,PG,2022-06-12 00:46:40
359,Port Lincoln,-34.7333,135.8667,56.35,60,78,5.35,AU,2022-06-12 00:46:40
360,Bilibino,68.0546,166.4372,62.2,22,100,14.85,RU,2022-06-12 00:46:40
361,Praia,14.9215,-23.5087,73.94,83,20,9.22,CV,2022-06-12 00:46:41
362,Waipawa,-41.4122,175.5153,53.82,78,100,13.73,NZ,2022-06-12 00:47:41
363,Suhum,6.0409,-0.45,71.11,96,100,2.17,GH,2022-06-12 00:47:42
364,Tuatapere,-46.1333,167.6833,41.86,96,100,3.91,NZ,2022-06-12 00:47:42
365,Dicabisagan,17.0818,122.4157,86.83,66,52,4.14,PH,2022-06-12 00:47:42
366,Kimberley,-28.7323,24.7623,40.69,75,100,6.91,ZA,2022-06-12 00:42:43
367,Kuching,1.55,110.3333,75.42,100,20,0.0,MY,2022-06-12 00:47:43
368,Jacareacanga,-6.2222,-57.7528,74.88,80,100,0.09,BR,2022-06-12 00:47:44
369,Lyaskelya,61.7667,31.0167,48.33,85,7,4.99,RU,2022-06-12 00:47:44
370,Bardiyah,31.7561,25.0865,71.47,83,4,18.52,LY,2022-06-12 00:47:44
371,Loa Janan,-0.583,117.095,75.34,98,100,1.14,ID,2022-06-12 00:47:45
372,Champerico,14.3,-91.9167,77.54,78,87,6.06,GT,2022-06-12 00:47:45
373,Hirara,24.8,125.2833,79.07,94,75,6.91,JP,2022-06-12 00:47:45
374,Verkhoyansk,67.5447,133.385,67.12,29,99,3.98,RU,2022-06-12 00:47:46
375,Atar,20.5169,-13.0499,90.95,18,4,10.38,MR,2022-06-12 00:47:46
376,Yuli,9.6989,10.2744,78.66,74,64,2.08,NG,2022-06-12 00:47:47
377,Axim,4.8699,-2.2405,77.41,77,100,5.91,GH,2022-06-12 00:47:47
378,Luoyang,34.6836,112.4536,71.26,83,100,2.24,CN,2022-06-12 00:47:48
379,Whitehorse,60.7161,-135.0538,59.02,50,75,3.44,CA,2022-06-12 00:43:35
380,Camana,-16.6228,-72.7111,62.74,80,6,7.74,PE,2022-06-12 00:47:48
381,Filiates,39.6011,20.3119,71.65,79,1,5.97,GR,2022-06-12 00:47:48
382,Abyek,36.0667,50.55,58.6,58,32,1.81,IR,2022-06-12 00:47:49
383,Kibala,9.1104,18.3463,73.09,88,100,4.76,TD,2022-06-12 00:47:49
384,Hastings,50.8552,0.5729,58.17,89,67,8.01,GB,2022-06-12 00:47:49
385,Yarada,17.65,83.2667,82.72,78,75,2.3,IN,2022-06-12 00:47:50
386,Ozark,37.0209,-93.206,84.61,71,18,5.75,US,2022-06-12 00:47:50
387,Ponta Do Sol,32.6667,-17.1,69.71,78,0,3.94,PT,2022-06-12 00:47:51
388,Doume,4.2333,13.45,68.88,93,88,2.66,CM,2022-06-12 00:47:51
389,Tilichiki,60.4667,166.1,42.1,76,96,7.09,RU,2022-06-12 00:47:52
390,Yei,4.095,30.6779,66.85,84,50,3.49,SS,2022-06-12 00:47:52
391,Port Blair,11.6667,92.75,78.84,94,40,2.3,IN,2022-06-12 00:47:52
392,Bubaque,11.2833,-15.8333,80.6,79,51,8.75,GW,2022-06-12 00:47:53
393,Sydney,-33.8679,151.2073,62.62,49,20,20.71,AU,2022-06-12 00:46:25
394,Tromso,69.6496,18.957,44.62,87,75,11.5,NO,2022-06-12 00:47:53
395,Shasta Lake,40.6804,-122.3708,95.72,30,100,4.0,US,2022-06-12 00:47:54
396,Walvis Bay,-22.9575,14.5053,69.1,42,0,9.22,NA,2022-06-12 00:47:54
397,Olinda,-8.0089,-34.8553,74.93,94,0,1.14,BR,2022-06-12 00:47:55
398,Luderitz,-26.6481,15.1594,62.13,51,0,4.18,NA,2022-06-12 00:47:55
399,Sao Miguel Do Guama,-1.6267,-47.4833,72.66,98,99,3.6,BR,2022-06-12 00:47:55
400,Tezu,27.9167,96.1667,73.47,99,100,4.43,IN,2022-06-12 00:47:56
401,Killybegs,54.6333,-8.45,52.47,79,71,16.58,IE,2022-06-12 00:47:56
402,Sepuka,-4.75,34.5333,59.79,80,99,10.4,TZ,2022-06-12 00:47:57
403,San Cristobal,7.7669,-72.225,73.58,98,100,3.04,VE,2022-06-12 00:47:57
404,Keti Bandar,24.1447,67.4497,84.61,67,99,13.2,PK,2022-06-12 00:47:57
405,Yatou,37.15,122.3833,73.76,61,100,12.33,CN,2022-06-12 00:47:58
406,Delijan,33.9905,50.6838,71.17,31,0,3.96,IR,2022-06-12 00:47:58
407,Ankazoabo,-22.2833,44.5167,58.46,85,0,5.17,MG,2022-06-12 00:47:59
408,Hovd,48.0056,91.6419,70.09,32,0,2.86,MN,2022-06-12 00:47:59
409,Pemangkat,1.1667,108.9667,80.67,78,99,2.89,ID,2022-06-12 00:48:00
410,Yekaterinoslavka,50.3734,129.1139,72.81,57,82,7.83,RU,2022-06-12 00:49:00
411,Aranos,-24.1333,19.1167,51.13,48,0,12.88,NA,2022-06-12 00:49:00
412,Namibe,-15.1961,12.1522,70.38,49,4,6.51,AO,2022-06-12 00:49:01
413,San Quintin,30.4833,-115.95,69.58,74,6,13.71,MX,2022-06-12 00:49:01
414,Anadyr,64.75,177.4833,43.3,65,0,17.9,RU,2022-06-12 00:49:02
415,Kutum,14.2,24.6667,77.65,45,95,10.63,SD,2022-06-12 00:49:02
416,Sao Filipe,14.8961,-24.4956,73.76,83,10,5.93,CV,2022-06-12 00:49:03
417,Yaan,7.3833,8.5667,72.88,96,26,4.99,NG,2022-06-12 00:49:03
418,Santa Maria,-29.6842,-53.8069,45.7,53,0,6.91,BR,2022-06-12 00:49:03
419,Plattling,48.7833,12.8667,63.79,76,40,2.84,DE,2022-06-12 00:49:04
420,Biloela,-24.4167,150.5,58.95,48,98,15.68,AU,2022-06-12 00:49:04
421,Uribia,11.7139,-72.266,84.33,66,100,16.28,CO,2022-06-12 00:49:04
422,Okhotsk,59.3833,143.3,46.04,82,100,3.69,RU,2022-06-12 00:49:05
423,Zaragoza,41.6561,-0.8773,75.02,64,0,2.3,ES,2022-06-12 00:44:32
424,Dakar,14.6937,-17.4441,78.93,83,75,13.8,SN,2022-06-12 00:49:05
425,Samfya,-11.3649,29.5565,52.84,79,0,7.2,ZM,2022-06-12 00:49:06
426,Moerai,-22.4333,-151.3333,75.07,64,92,16.93,PF,2022-06-12 00:49:06
427,Mao,39.8885,4.2658,66.76,94,0,3.44,ES,2022-06-12 00:49:06
428,Grindavik,63.8424,-22.4338,49.95,87,100,16.11,IS,2022-06-12 00:49:07
429,Lamar,33.6668,-95.5836,96.71,56,0,5.75,US,2022-06-12 00:49:07
430,Krasnoselkup,65.7,82.4667,67.6,47,55,22.66,RU,2022-06-12 00:49:08
431,Bathsheba,13.2167,-59.5167,83.01,74,20,21.85,BB,2022-06-12 00:49:08
432,Shubarkuduk,49.1447,56.4872,61.79,86,90,5.93,KZ,2022-06-12 00:49:09
433,Karratha,-20.7377,116.8463,76.14,61,29,14.92,AU,2022-06-12 00:49:09
434,Nemuro,43.3236,145.575,47.95,98,100,10.11,JP,2022-06-12 00:49:10
435,Kodinsk,58.6881,99.1844,68.76,41,98,5.82,RU,2022-06-12 00:49:10
436,Manuk Mangkaw,4.8,119.85,83.89,72,13,8.08,PH,2022-06-12 00:49:11
437,San Joaquin,37.9333,-121.3011,97.11,32,0,17.27,US,2022-06-12 00:49:11
438,Vejle,55.7093,9.5357,53.33,90,6,8.63,DK,2022-06-12 00:49:12
439,Auki,-8.7676,160.7034,85.15,64,22,0.94,SB,2022-06-12 00:49:12
440,Saint-Paul-Les-Dax,43.7272,-1.0516,67.78,95,19,3.44,FR,2022-06-12 00:49:13
441,Chicama,-7.8447,-79.1469,59.54,83,47,6.71,PE,2022-06-12 00:49:13
442,Kerrville,30.0474,-99.1403,99.45,30,0,10.36,US,2022-06-12 00:49:13
443,Vila Velha,-20.3297,-40.2925,71.55,82,75,2.3,BR,2022-06-12 00:49:14
444,Vostok,46.4856,135.8833,64.38,48,0,4.41,RU,2022-06-12 00:49:14
445,Abu Zabad,12.35,29.25,77.92,61,100,6.93,SD,2022-06-12 00:49:15
446,Makakilo City,21.3469,-158.0858,88.12,47,0,17.27,US,2022-06-12 00:46:47
447,Iranshahr,27.2025,60.6848,93.54,46,70,0.0,IR,2022-06-12 00:49:15
448,Kaeo,-35.1,173.7833,61.32,85,100,15.3,NZ,2022-06-12 00:49:16
449,Kamennogorsk,60.9545,29.1339,55.29,92,30,4.45,RU,2022-06-12 00:49:16
450,Pangnirtung,66.1451,-65.7125,32.76,95,96,3.0,CA,2022-06-12 00:49:17
451,Egvekinot,66.3167,-179.1667,40.06,49,94,2.13,RU,2022-06-12 00:49:17
452,Chivacoa,10.1603,-68.895,73.22,93,38,2.73,VE,2022-06-12 00:49:18
453,Ambon,-3.6954,128.1814,81.93,75,100,4.63,ID,2022-06-12 00:49:18
454,Jumla,29.2747,82.1838,59.45,79,92,4.52,NP,2022-06-12 00:49:19
455,Teahupoo,-17.8333,-149.2667,76.96,80,82,20.07,PF,2022-06-12 00:49:19
456,Touros,-5.1989,-35.4608,76.51,85,32,6.58,BR,2022-06-12 00:50:20
457,Arona,28.0996,-16.681,66.83,79,75,2.3,ES,2022-06-12 00:50:20
458,Oum Hadjer,13.2954,19.6966,88.92,38,94,11.74,TD,2022-06-12 00:50:20
459,Mecca,21.4267,39.8261,88.75,37,0,0.51,SA,2022-06-12 00:48:46
460,Maumere,-8.6199,122.2111,81.05,73,58,7.65,ID,2022-06-12 00:50:21
461,Varnavino,57.4035,45.0916,43.48,81,0,5.68,RU,2022-06-12 00:50:21
462,Kavaratti,10.5669,72.642,83.3,77,100,18.16,IN,2022-06-12 00:50:22
463,Half Moon Bay,37.4636,-122.4286,89.58,79,100,19.57,US,2022-06-12 00:46:19
464,Asau,46.4333,26.4,63.95,100,100,5.39,RO,2022-06-12 00:50:22
465,Pskov,57.8136,28.3496,53.51,100,0,4.47,RU,2022-06-12 00:50:23
466,Weinan,34.5036,109.5089,75.36,68,99,4.54,CN,2022-06-12 00:50:23
467,Obihiro,42.9172,143.2044,56.61,83,95,5.99,JP,2022-06-12 00:50:23
468,Thrissur,10.5167,76.2167,75.18,93,100,1.95,IN,2022-06-12 00:50:23
469,Yasnyy,51.0333,59.8742,56.59,84,98,6.89,RU,2022-06-12 00:50:24
470,Vardo,70.3705,31.1107,58.98,58,75,17.27,NO,2022-06-12 00:50:24
471,Kuala Lipis,4.1842,102.0468,75.22,92,100,0.85,MY,2022-06-12 00:50:25
472,Pontes E Lacerda,-15.2261,-59.3353,60.1,79,97,3.74,BR,2022-06-12 00:50:25
473,Griffith,41.5284,-87.4237,72.9,79,75,3.44,US,2022-06-12 00:50:25
474,Colares,38.7992,-9.4469,69.76,74,5,20.0,PT,2022-06-12 00:50:26
475,Coahuayana,18.7333,-103.6833,83.82,73,73,3.62,MX,2022-06-12 00:50:26
476,Souillac,-20.5167,57.5167,68.38,100,75,11.5,MU,2022-06-12 00:50:27
477,Kostomuksha,64.571,30.5767,55.24,96,100,10.11,RU,2022-06-12 00:50:27
478,Gushikawa,26.3544,127.8686,77.0,86,75,4.61,JP,2022-06-12 00:50:27
479,Dudinka,69.4058,86.1778,65.62,38,100,11.01,RU,2022-06-12 00:50:28
480,Almoradi,38.1088,-0.792,74.8,74,3,3.0,ES,2022-06-12 00:50:28
481,Longkou,37.6508,120.3286,72.88,62,100,15.64,CN,2022-06-12 00:50:28
482,Alyangula,-13.8483,136.4192,76.96,57,18,14.67,AU,2022-06-12 00:50:29
483,Massakory,12.996,15.7293,83.91,55,76,12.86,TD,2022-06-12 00:50:29
484,Lensk,60.7253,114.9278,57.81,44,8,7.92,RU,2022-06-12 00:50:30
485,Raudeberg,61.9875,5.1352,52.86,90,100,20.33,NO,2022-06-12 00:50:30
486,Melita,49.2681,-100.9967,75.54,65,100,8.12,CA,2022-06-12 00:50:30
487,Amapa,1.0,-52.0,71.08,99,100,1.54,BR,2022-06-12 00:50:31
488,Darhan,49.4867,105.9228,63.23,55,0,6.42,MN,2022-06-12 00:50:31
489,Isangel,-19.55,169.2667,82.51,89,75,0.0,VU,2022-06-12 00:50:31
490,Wajid,3.8093,43.2471,73.15,81,95,20.45,SO,2022-06-12 00:50:32
491,Mount Gambier,-37.8333,140.7667,53.62,72,100,8.93,AU,2022-06-12 00:50:32
492,Ust-Maya,60.4167,134.5333,69.67,50,100,7.87,RU,2022-06-12 00:50:32
493,Nyurba,63.2842,118.3319,54.09,69,99,6.15,RU,2022-06-12 00:50:33
494,Nakonde,-9.3421,32.745,52.93,93,57,7.54,ZM,2022-06-12 00:50:33
495,Suntar,62.1444,117.6319,49.08,88,100,7.29,RU,2022-06-12 00:50:34
496,Ust-Nera,64.5667,143.2,60.03,35,11,4.47,RU,2022-06-12 00:50:34
497,Ust-Kuyga,70.0167,135.6,69.13,31,20,17.81,RU,2022-06-12 00:50:34
498,Waghai,20.7667,73.4833,77.05,89,100,2.21,IN,2022-06-12 00:50:35
499,Sobolevo,54.4299,31.8996,55.58,96,1,6.2,RU,2022-06-12 00:50:35
500,Mul,20.0667,79.6667,84.22,62,100,5.64,IN,2022-06-12 00:50:35
501,Northam,51.0333,-4.2167,55.65,88,15,10.25,GB,2022-06-12 00:50:36
502,Suure-Jaani,58.5361,25.4706,49.46,97,0,4.47,EE,2022-06-12 00:50:36
503,Krasnyy Chikoy,50.3643,108.7512,60.51,76,54,2.98,RU,2022-06-12 00:51:37
504,Kommunisticheskiy,61.6789,64.4819,56.21,91,98,8.86,RU,2022-06-12 00:51:37
505,Rangapara,26.8167,92.65,78.89,91,60,1.03,IN,2022-06-12 00:51:38
506,Santona,43.4439,-3.4576,64.71,92,100,4.23,ES,2022-06-12 00:51:38
507,Xuddur,4.1213,43.8894,71.58,83,100,19.82,SO,2022-06-12 00:51:39
508,Hobyo,5.3505,48.5268,78.44,82,89,25.7,SO,2022-06-12 00:51:39
509,Maksatikha,57.797,35.8825,49.1,93,5,5.03,RU,2022-06-12 00:51:40
510,Chastyye,57.2888,54.9728,43.11,87,100,9.4,RU,2022-06-12 00:51:40
511,Prainha,-1.8,-53.48,72.95,96,24,2.89,BR,2022-06-12 00:51:41
512,Medicine Hat,50.0501,-110.6683,71.85,51,75,14.97,CA,2022-06-12 00:51:41
513,Magistralnyy,56.1725,107.4458,68.25,41,10,3.96,RU,2022-06-12 00:51:41
514,Tual,-5.6667,132.75,82.74,74,94,6.93,ID,2022-06-12 00:51:42
515,Tete,-16.1564,33.5867,64.49,88,75,3.44,MZ,2022-06-12 00:51:42
516,Arlit,18.7369,7.3853,86.32,31,100,4.18,NE,2022-06-12 00:51:43
517,Vanino,49.0869,140.2543,58.69,63,0,7.74,RU,2022-06-12 00:51:43
518,Buala,-8.145,159.5921,84.33,69,80,8.16,SB,2022-06-12 00:51:43
519,Mount Isa,-20.7333,139.5,62.37,34,98,16.11,AU,2022-06-12 00:51:44
520,Newcastleton,55.1796,-2.8127,53.04,97,100,11.65,GB,2022-06-12 00:51:44
521,Saint-Georges,12.0564,-61.7485,82.08,69,75,19.57,GD,2022-06-12 00:51:45
522,Fare,-16.7,-151.0167,79.12,77,3,14.92,PF,2022-06-12 00:51:45
523,Kieta,-6.2167,155.6333,84.88,67,18,5.97,PG,2022-06-12 00:51:46
524,Langsa,4.4683,97.9683,72.79,98,100,2.84,ID,2022-06-12 00:51:46
525,Muana,-1.5283,-49.2167,74.28,94,100,2.98,BR,2022-06-12 00:51:46
526,Lata,40.1629,-8.3327,65.07,86,1,1.86,PT,2022-06-12 00:51:47
527,Ejido,8.5514,-71.2375,67.46,93,100,5.21,VE,2022-06-12 00:51:47
528,Jacqueville,5.2052,-4.4146,79.21,78,100,10.74,CI,2022-06-12 00:51:48
529,Bielawa,50.6908,16.623,60.44,76,61,4.0,PL,2022-06-12 00:51:48
530,Gazojak,41.1875,61.4036,72.57,33,27,7.56,TM,2022-06-12 00:51:49
531,Nong Kung Si,16.65,103.3,86.58,99,99,8.16,TH,2022-06-12 00:51:49
532,Ca Mau,9.1769,105.15,84.63,74,98,5.97,VN,2022-06-12 00:51:50
533,Pasighat,28.0667,95.3333,75.2,99,100,2.71,IN,2022-06-12 00:51:50
534,Ngunguru,-35.6167,174.5,61.56,73,100,21.47,NZ,2022-06-12 00:51:50
535,Aichach,48.4576,11.1341,58.35,88,20,1.14,DE,2022-06-12 00:51:51
536,Koumra,8.9126,17.5539,73.81,86,98,8.1,TD,2022-06-12 00:51:51
537,Ballina,-28.8667,153.5667,64.78,40,60,12.33,AU,2022-06-12 00:51:52
538,Blagoyevo,63.3667,47.9167,42.3,75,0,5.7,RU,2022-06-12 00:51:52
539,Kwinana,-32.25,115.7667,64.81,90,83,5.01,AU,2022-06-12 00:51:52
540,Sinnamary,5.3833,-52.95,76.46,88,100,7.45,GF,2022-06-12 00:51:53
541,Sherlovaya Gora,50.5667,116.25,54.64,87,100,12.82,RU,2022-06-12 00:51:53
542,Kabanjahe,3.1001,98.4908,63.68,97,100,2.24,ID,2022-06-12 00:51:53
543,Mahanoro,-19.9,48.8,65.14,91,48,4.68,MG,2022-06-12 00:51:54
544,Mwinilunga,-11.7358,24.4293,49.59,81,0,3.13,ZM,2022-06-12 00:51:54
545,Borzya,50.3833,116.5167,56.28,90,100,12.15,RU,2022-06-12 00:51:55
546,Zhanakorgan,43.9098,67.2495,73.45,49,100,6.85,KZ,2022-06-12 00:51:55
547,Havelock,34.8791,-76.9013,80.58,82,40,3.44,US,2022-06-12 00:51:56
548,Lianran,24.9227,102.485,63.14,89,97,3.22,CN,2022-06-12 00:51:56
549,Zyryanovsk,49.7386,84.2719,67.41,79,74,2.62,KZ,2022-06-12 00:51:56
550,Novyy Urengoy,66.0833,76.6333,62.71,61,100,17.13,RU,2022-06-12 00:52:57
551,Erenhot,43.6475,111.9767,58.41,57,100,19.71,CN,2022-06-12 00:52:57
552,Nikolsk,53.7189,46.0712,51.28,95,0,4.5,RU,2022-06-12 00:52:58
553,Srednekolymsk,67.45,153.6833,65.88,36,37,4.9,RU,2022-06-12 00:52:58
554,Sopelana,43.3789,-2.9831,67.8,86,100,3.27,ES,2022-06-12 00:52:58
555,Petropavlovsk-Kamchatskiy,53.0452,158.6483,68.59,24,20,11.18,RU,2022-06-12 00:52:59
556,Ilhabela,-23.7781,-45.3581,63.61,85,100,3.02,BR,2022-06-12 00:52:59
557,Dong Hoi,17.4833,106.6,86.61,65,96,6.44,VN,2022-06-12 00:50:23
558,Nechanice,50.2374,15.6328,67.48,68,98,1.43,CZ,2022-06-12 00:53:00
559,Kamina,-8.7386,24.9906,58.28,69,0,4.14,CD,2022-06-12 00:53:00
560,Taksimo,56.3444,114.8794,68.92,39,82,2.64,RU,2022-06-12 00:53:01
